"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14871","Flow test - shoes","chromium","Mon Jun 29 16:00:44 IST 2026","passed","Mon Jun 29 16:00:59 IST 2026","","flow.spec.ts","",""
